id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_10,blog,"Another week flew by me. I drove by the new house yesterday and the front window was covered in boxes. We may get the keys at closing, I am getting so excited. If all goes well this week, we will be set for closing a week from Wednesday. I was up until after 3:00 am last night watching movies with Bethany. There has been a lot of movie watching going on around here lately. Here's my rundown; last night we watched thirteen, a movie every mother of a teen should see. It was better than I expected. Then we watched Gigli, yeah it was just as bad as the media said it was, but we had to see for ourselves."
2,hybrid,none,none,polish_10,blog,"Summer TV used to be a dead zone, filled with repeats or reruns. However, there are now two exceptional new shows on TV, and I've been watching both devotedly for the past week. A peculiar concept has caught my attention: hairstylist Jonathan Antin wants to open a second location of his highly popular West Hollywood salon in Beverly Hills. Initially, I wouldn't have cared, but while flipping channels, I stumbled upon Jonathan, equally self-absorbed and unremarkable, gazing at an empty space on Rodeo Drive, proclaiming (in a public voice) ""I am going to build here the greatest salon in the history of the world!"" I was hooked. Not since Rocco have I found a character so captivating on TV."
3,hybrid,none,none,polish_10,blog,"What a week ago, my right shoulder had tendonitis. It's located under my shoulder blade. So, when I move my arm too much, mainly with a mouse on a computer, it kills me. I can barely get up the strength to draw anything. Lack of sleep adds to my pain. I'm not too happy right now, but I'll get better. My mom's surgery went okay. Her eyesight has come back some. She can see fuzzy shapes and make out colors. Other than that, she's still blind as all sight. Hopefully, she'll fully regain her vision soon."
4,hybrid,none,none,polish_10,blog,"Kindness of strangers... Attempted laundry with the kids in tow, I realized how quickly the simplest things can become a daunting ordeal. I also learned how remarkably sweet total strangers can be, simply because they feel like being kind. Trust me. It wasn't as if they were trying to get into my pants or anything. I had kid-drool all over me and was wearing my 'wash-day' outfit... Also, I'm not sure I'll ever be bathing again, so it's not like there was even an olfactory incentive there! I am doing two things right now. I am composing an post and I am also watching the collected no doubt videos. I am doing both of these things sitting at my desk in my room."
5,hybrid,none,none,polish_10,blog,"So it's 11:14 pm MST, and here I sit in my bedroom fixing the personal computer of the personnel director from my job. Not that I mind doing it, but I wonder sometimes at how often I find myself fixing someone else's computer as a favor. I'm glad to be able to love and minister to people this way, but where is the line drawn where it comes to the point that you are being taken advantage of? The last couple of weeks, I've been staying up late reading and such, so I was looking forward to hitting the sack early, until I realized it would be more prudent to get this computer out of my bedroom and back into its owner's hands. *laughs* No rest for the weary, right? So I found myself watching Joe Schmo 2 again tonight."
6,hybrid,none,none,polish_10,blog,"Remind me, what did I write about before this? Or, a continuation in the 'is this a date?' saga, so after the weird lunch, my confidence shook, I forgot to tell you guys an important piece of the story. Before Pat shows up to lunch, Dustin starts talking about what a nice guy Pat is and how he's trying to find a girlfriend for him. I'm listening and nodding, realizing that we're talking more about finding Dustin's best friend a girl than discussing whatever it is you discuss with a stranger over pink lemonade. I excused myself to the bathroom, looked in the mirror, and then silently asked myself  Am I being pawned off to the other guy? Is this what happens now?"
7,hybrid,none,none,polish_10,blog,"I would like everyone to think before they act. Actually, I'd like each and every person in the world to think before they get out of bed in the morning, and make a commitment to keep thinking all day. If they're not prepared to, I'd like them to take a moment to reflect and adjust their actions. I'm tired of people who act impulsively. I'm not the smartest person in the world, but I'm not talking about complex concepts. I think it's fair to call out the thoughtless actions of some individuals. Let's focus on specific behaviors today, and save other topics for another day, sound good?"
8,hybrid,none,none,polish_10,blog,"Two problems with the scenario outlined in my previous post  1. True, bush is stimulating the economy, but in the wrong way. Robert Rubin told NPR's Marketplace today that Bush could have achieved the same stimulus effect without the long-term debt hangover by enacting different tax cuts, temporary tax cuts that would benefit low and middle-income persons. Ah, Robert Rubin. The sound of his name is music to our ears. Quick  name one Bush administration cabinet official with Rubin's gravitas. Still thinking? It'll come to you... 2. We cannot give the Republicans control only in wartime because they've ingeniously concocted an endless, global 'war on terror'."
10,hybrid,none,none,polish_10,blog,"Do you ever have those moments when you begin to reflect on life? Like you're sitting in math class, bored out of your skull, and you wonder what exactly goes on in your brain that makes you understand math? And you realize that you exist, and you're in math class, and you wonder why. Then you realize how amazing existing is. And suddenly it hits you - the fact that you're going off on this random train of thought is incredibly pathetic. Ever had that happen? I hate that. You know what else I hate? Block schedules. Who would ever come up with that idea? Anyone can see that sitting through a two and a half hour class in any subject is cruel and unusual punishment."
11,hybrid,none,none,polish_10,blog,"I believe that monopoly has run its course in my life, and I vow to never lay my hands on that iron again. Tonight, Andy beat me by a few small dollars and won the Farqu game, or maybe I let him win on account of him leaving in a few short hours and me wanting him to feel good on his last night here. Well, how the story goes, it can't compare to this Texas-sized headache I have at the moment, I've taken some Aleve and I must say that they are doing the trick; all I need now is some well-deserved R&R."
12,hybrid,none,none,polish_10,blog,"Well, today has been a long day. We drove home from Indiana. I guess I'll have to be choosy about what I write about because I could take up a lot of time and space, and I just don't have enough energy. First, I have to say that camp was awesome, even better than I could have expected. God has been doing so much in my life lately, and it's just awesome. I've sort of turned over a new leaf, but anyway, back to the beginning. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of what we did was visit the fair, attend church, watch a parade, shop at Walmart, and watch movies."
13,hybrid,none,none,polish_10,blog,"Today is my last day of summer vacation! And I have a dentist appointment at 9. I dislike that, but I'd rather get it over with than try to schedule it during the first month of my surgery rotation. I'm definitely nervous, scared, and anxious about the prospect. This is going to be a whole new challenge for me. As a perfectionist, I love excelling at everything I do. But starting new things is challenging. I dislike being a pawn and I dislike not knowing what's going on."
