id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_20,blog,"Another week just flew by. I drove past the new house yesterday and the front window was covered in boxes. We may get the keys at closing—I’m so excited. If all goes well this week, we’ll be set for closing a week from Wednesday. I was up until after 3:00 AM last night watching movies with Bethany. There’s been a lot of movie-watching around here lately. Here’s my rundown: last night we watched *Thirteen*, a film every mother of a teen should see. It was better than I expected. Then we watched *Gigli*—yeah, it was just as bad as the reviews said, but we had to see for ourselves."
2,hybrid,none,none,polish_20,blog,"Summer TV used to be a dead zone full of repeats or filler content. But now there are two great new shows, and I've been watching both religiously for the past week. *Blow Out*—the gayest concept ever that somehow features zero gay people. Hairstylist Jonathan Antin wants to open a second location for his popular West Hollywood salon, this time in Beverly Hills. Normally, no one would care—certainly not me—but as I was flipping through channels, I caught a glimpse of Jonathan, equally narcissistic and dull, staring at an empty space on Rodeo Dr. declaring (loudly), ""I am going to build the greatest salon in the history of the world here!"" And I was hooked. Not since Rocco have I found such a moron so compelling to watch."
3,hybrid,none,none,polish_20,blog,"What a week... My right shoulder has tendonitis. It's right under my shoulder blade, so when I move my arm too much—especially while using a computer mouse—it hurts terribly. I can't move it much now because I was on a spree updating my website and working on other online tasks. I barely have the strength to draw anything. Lack of sleep worsens the pain. I'm not too happy right now, but I'll recover. My mom's surgery went well. Her eyesight has improved slightly; she can see blurry shapes and distinguish colors. Other than that, she's still completely blind. Hopefully, she'll fully regain her vision soon."
4,hybrid,none,none,polish_20,blog,"Kindness of strangers... Attempted laundry today with the kids in tow and realized how quickly the simplest things can become a freaking ordeal. I also learned how incredibly sweet total strangers can be for no reason other than because they feel like being kind. Trust me. It wasn’t like they were trying to get into my pants or anything. I had kid drool all over me and was wearing my 'wash-day' outfit... Also, I’m not entirely sure I’ll ever bathe again, so it’s not like there was even an olfactory incentive there! I am doing two things right now: composing a post and watching the collected No Doubt videos. I’m doing both of these while sitting at my desk in my room."
5,hybrid,none,none,polish_20,blog,"So it’s 11:14pm MST, and here I sit in my bedroom fixing the personal computer of the personnel director from my job. Not that I mind doing it, but I sometimes wonder how often I end up repairing someone else’s computer as a favor. I’m glad to help and serve people this way, but where is the line between kindness and being taken advantage of? The past couple of weeks, I’ve been staying up late reading and such, so I was looking forward to turning in early—until I realized it would be wiser to return this computer to its owner first. *laugh* No rest for the weary, right? So I found myself watching *Joe Schmo 2* again tonight."
6,hybrid,none,none,polish_20,blog,"Remind me, what did I write about before this? Or, a continuation in the 'Is this a date?' saga. So, after the awkward lunch, my confidence wavered, and I forgot to share a key detail. Before Pat arrives, Dustin starts talking about what a great guy Pat is and how he's trying to find him a girlfriend. I'm listening and nodding, realizing we're focusing more on setting up Dustin's best friend than chatting like strangers over pink lemonade. I excused myself to the bathroom, looked in the mirror, and silently wondered: Am I being pawned off to the other guy? Is this what's happening now?"
7,hybrid,none,none,polish_20,blog,"I would like everyone to think before they act. Actually, I'd like each and every person in the world to think before they get out of bed in the morning, and commit to thinking all day. If they're not prepared to, I'd very much prefer they climb back into bed and drift off to an eternal slumber. I'm sick to death of stupid people. No, I'm not the smartest person in the world... But I'm not talking about things that require great intellect, so I think it's fair to criticize the inanely stupid. Let's see if I can limit this rant to a few specific types, and save some for another day. Sound good? Great."
8,hybrid,none,none,polish_20,blog,"Two issues with the scenario outlined in my previous post:  
1. True, Bush is stimulating the economy, but in the wrong way. Urllink Robert Rubin told NPR's Marketplace today that Bush could have achieved the same stimulus effect without the long-term debt burden by implementing different tax cuts—temporary measures targeting low- and middle-income individuals. Ah, Robert Rubin. The sound of his name is music to our ears. Quick: name one Bush administration cabinet official on the domestic side with Rubin's gravitas. Still thinking? It’ll come to you...  
2. We can't grant Republicans control solely in wartime because they've cleverly devised an endless, global ""war on terrorism."
9,hybrid,none,none,polish_20,blog,"'She's saying I'm on the run, I'm chasing guys for fun' ~The Offspring. Haven’t updated in a while but not much to say. Went to the cove to see Supernothing—they were great as usual, got to hang with Tiago :-). Saturday: worked, then went out with Joe and Rach, met up with Steve, Tiago, and Tom. Got home around 11:45 PM and woke up the next morning at 6:45 AM for a meet. Arrived a bit late but it’s fine—I nailed my floor routine without falling, placed second on floor and vault, and third on beam. Scored 29.45 all-around, which isn’t bad since my meets improve as the season progresses."
10,hybrid,none,none,polish_20,blog,"Do you ever have one of those moments when you begin to reflect on life? Like you're sitting in math class, bored out of your skull, and you wonder what exactly happens in your brain that helps you understand math? Then you realize you exist and you’re in math class, questioning why. Suddenly, it strikes you—existing is incredible. And just as quickly, it hits you that this random train of thought is utterly pathetic. Ever experienced that? I hate it. You know what else I despise? Block schedules. Who would ever devise such an idea? Anyone can see that enduring a two-and-a-half-hour class in any subject is cruel and unusual punishment."
11,hybrid,none,none,polish_20,blog,"I think that **monopoly** has run **its** course in my life and I vow to never lay my hands on that damn iron (not a hot one but the piece in the game) again. Tonight Andy beat me by a few small dollars and won the **friggin'** game, or maybe I let him win on account of him leaving in a few short hours and me wanting him to feel good on his last night here. Well, **however** the story goes, it can't compare to this **Texas-sized** headache I have at the moment. I've taken some Aleve and I must say that **it's** doing the trick. All I need now is some well-deserved R&R. **""Your telephone's the one that helped me wrap the cord around your neck..."" — At the Drive-In""**"
12,hybrid,none,none,polish_20,blog,"Well... Today's been a long day. We had to drive home from Indiana. I guess I'll have to be selective about what I write because I could easily take up a lot of time and space, and I just don't have the energy. First off, I have to say that camp was incredible—even better than I expected. God's been doing so much in my life lately, and it's truly amazing. I've turned over a new leaf, I suppose, but anyway, back to the beginning. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of what we did was go to the fair, church, a parade, Walmart, and watch movies."
