id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_75,blog,"Another week flew by. I drove past the new house yesterday, and the front window was covered in boxes. We might receive the keys at closing, which is exciting. If everything goes well this week, we will be set for closing a week from Wednesday. I was up until after 3:00 a.m. last night watching movies with Bethany. There's been a lot of movie-watching going on around here lately. Here's my rundown: last night we watched ""Thirteen,"" a movie every mother of a teen should see. It was better than I expected. Then we watched ""Gigli,"" and it was just as bad as the media said, but we had to see for ourselves."
2,hybrid,none,none,polish_75,blog,"Summer television used to be a dead zone filled with reruns, but now there are two great new shows that I have been watching religiously for the past week. One of them is ""Blow Out,"" which astonishingly lacks any gay presence despite its flamboyant concept. In this show, hairstylist Jonathan Antin aims to expand his immensely popular West Hollywood salon by opening a second location in Beverly Hills. Normally, I wouldn't care, but as I was channel surfing, I glimpsed Jonathan, with his intriguing blend of narcissism and dullness, surveying an empty space on Rodeo Drive. He declared, ""I am going to build here the greatest salon in the history of the world!"" Instantly, I was captivated. Not since Rocco have I found someone so compelling to watch on TV."
3,hybrid,none,none,polish_75,blog,"What a week... My right shoulder has tendinitis, right under my shoulder blade. When I move my arm too much, especially using a computer mouse, it causes a lot of pain. I can't move it much now because I was updating my website and working on other online tasks. I can barely muster the strength to draw anything. Lack of sleep worsens my pain. I'm not too happy right now, but I'll get better. My mom's surgery went okay. Some of her eyesight has returned, and she can now see fuzzy shapes and distinguish colors. Other than that, she's still quite blind. Hopefully, she'll fully regain her vision soon."
4,hybrid,none,none,polish_75,blog,"Attempted laundry today with the kids in tow and quickly realized how the simplest tasks can become quite an ordeal. Remarkably, I discovered how sweet total strangers can be, just because they feel like it. Trust me, it wasn't because they were trying for anything more; I had kid drool on me and was wearing my 'wash-day' outfit. Plus, I'm pretty sure I won't be bathing for a while, so there wasn't even an olfactory incentive! Currently, I'm doing two things: composing a post and watching the collected No Doubt videos, both while sitting at my desk in my room."
5,hybrid,none,none,polish_75,blog,"It's 11:14 PM MST, and I'm sitting in my bedroom repairing the personal computer of my job's personnel director. I don't mind doing it, but I sometimes wonder how often I end up fixing someone else's computer as a favor. I'm happy to help people this way, but where do you draw the line to avoid being taken advantage of? In the past couple of weeks, I've stayed up late reading and such, so I was looking forward to going to bed early—until I realized it would be more prudent to return this computer to its owner. *laugh* No rest for the weary, right? So, I found myself watching Joe Schmo 2 again tonight."
6,hybrid,none,none,polish_75,blog,"Remind me, what did I write about before this? Or, a continuation in the ""is this a date?"" saga. After the weird lunch, my confidence was shaken, and I realized I forgot to share an important part of the story. Before Pat showed up for lunch, Dustin started talking about what a nice guy Pat is and how he’s trying to find a girlfriend for him. I was listening, nodding, and realizing that we were talking more about finding Dustin’s best friend a girl than discussing whatever you discuss with a stranger over pink lemonade. I excused myself to the bathroom, looked in the mirror, and silently asked myself: Am I being pawned off to the other guy? Is this what happens now?"
7,hybrid,none,none,polish_75,blog,"I would like everyone to think before they act. Specifically, I'd like each person in the world to think before they get out of bed in the morning and commit to thoughtful behavior all day. If someone isn't prepared to do so, I wish they'd just stay in bed. I'm really tired of dealing with foolishness. I'm not claiming to be the smartest person around, but I'm not talking about anything that requires a lot of intelligence, so I think it's fair to criticize the exceptionally thoughtless. Let's see if I can keep this rant focused on a few specific types, and we can save the rest for another day. Sound good? Great."
8,hybrid,none,none,polish_75,blog,"Two problems with the scenario outlined in my previous post: 1. Bush is indeed stimulating the economy, but in an ineffective manner. Robert Rubin, speaking to NPR's Marketplace, mentioned that Bush could have achieved similar stimulus effects without the burden of long-term debt by enacting different, temporary tax cuts that would aid low- and middle-income individuals. Ah, Robert Rubin—the mere mention of his name delights us. Quick: can you name a Bush administration cabinet official on the domestic side who has Rubin's gravitas? Still thinking? It’ll come to you... 2. We can't entrust Republicans with control only in wartime, as they've cleverly invented an endless global 'war on terrorism.'"
9,hybrid,none,none,polish_75,blog,"Haven't updated in a while, but not much to say. Went to the cove to see Supernothing; they were good as usual. Got to chill with Tiago. On Saturday, went to work and then out with Joe and Rach; met up with Steve, Tiago, and Tom. Came home at about 11:45 and woke up the next morning at 6:45 for a meet. Got there a little late, but it's all good. I did my full routine on the floor and didn't fall. Finished second in floor and vault, third on beam, with a 29.45 all-around score, which isn't bad since my meets improve as the season progresses."
10,hybrid,none,none,polish_75,blog,"Have you ever had one of those moments when you start reflecting on life? Like you're in math class, bored out of your mind, and you wonder how your brain comprehends math? Then you realize you're in math class and question why. Suddenly, you recognize how incredible existing is. Yet it hits you—going off on this random train of thought feels incredibly aimless. Has that happened to you? I can't stand it. You know what else bothers me? Block schedules. Who thought of that idea? Clearly, enduring a two-and-a-half-hour class in any subject is borderline cruel and unusual punishment."
