id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_50,blog,"Another week has flown by, and I drove by the new house yesterday, admiring the front window, covered in boxes. I'm getting increasingly excited as we're set to close on Wednesday. I was up until 3 00am last night, watching movies with Bethany. There's been a lot of movie watching around here lately. Here's my rundown  we watched thirteen, a movie every mother of a teen should see. It was better than I expected. Then we watched Gigli, yeah, it was just as bad as the media said it was, but we had to see for ourselves."
2,hybrid,none,none,polish_50,blog,"Summer TV used to be a barren landscape of reruns, but now there are two exceptional new shows that have captured my attention. I've been watching them religiously for a week. One of these shows is a peculiar concept that surprisingly lacks any openly gay individuals. Hairstylist Jonathan Antin aims to expand his successful West Hollywood salon to Beverly Hills. Initially, I wouldn't have given it a second thought, but while channel-surfing, I stumbled upon Jonathan, who exudes narcissism and dullness, standing in an empty space on Rodeo Drive, proclaiming (in a public voice) ""I will create the greatest salon in the history of the world!"" I was hooked. Not since Rocco have I found a character as fascinatingly incompetent to watch."
3,hybrid,none,none,polish_50,blog,"What a week has been challenging for me. My right shoulder has tendonitis, located under my shoulder blade. When I move my arm excessively, mainly when using a mouse on a computer, it exacerbates the condition. I'm currently struggling to find the strength to draw anything, as I was on a marathon of updating my website and working on other online projects. Lack of sleep is also adding to my discomfort. I'm not feeling too well at the moment, but I'll get better. My mom's surgery went well, and her eyesight has shown some improvement. She can now see fuzzy shapes and make out colors. However, she still has a long way to go before fully regaining her vision."
4,hybrid,none,none,polish_50,blog,"Kindness of strangers - Attempted laundry with the kids in tow and realized how quickly the simplest things can become a daunting ordeal. I learned how remarkably sweet total strangers can be for no reason other than because they feel like being kind. It wasn't like they were trying to get into my pants or anything. I had kid drool all over me and was wearing my 'wash-day' outfit. Also, I'm not sure I'll ever be bathing again, so it's not like there was even an olfactory incentive there!"
5,hybrid,none,none,polish_50,blog,"As I sit in my bedroom at 11:14pm MST, I'm currently fixing the personal computer of my job's personnel director. While I don't mind doing it, I sometimes wonder where the line is drawn between helping others and being taken advantage of. I'm grateful to be able to serve and minister to people in this way, but I also need to prioritize my own needs. The past couple of weeks, I've been staying up late, reading and unwinding, so I was looking forward to an early night's rest. However, I realized it would be more practical to get this computer back to its owner as soon as possible. With a sigh, I settled in for another evening of watching Joe Schmo 2."
6,hybrid,none,none,polish_50,blog,"Remind me, what did I write about before this? Or, a continuation in the 'is this a date?' saga, so after the weird lunch, my confidence shook, I forgot to tell you guys an important piece of the story. As we chatted, Dustan starts discussing what a nice guy Pat is and how he's trying to find a girlfriend for him. I'm listening and nodding, realizing we're talking more about finding Dustan's best friend a girl than discussing whatever it is you discuss with a stranger over pink lemonade."
7,hybrid,none,none,polish_50,blog,"I implore everyone to pause and reflect before acting. I believe it would be beneficial if each individual made a conscious decision to think critically throughout their day, and if they're not prepared to do so, I suggest they return to bed and indulge in a restful slumber. I am frustrated with the lack of thoughtfulness in some individuals. While I'm not claiming to be the most intelligent person, I do believe it's reasonable to address the thoughtless actions of others. Let's focus on a specific subset of these behaviors for now, and we can reserve the rest for another time, if you agree."
8,hybrid,none,none,polish_50,blog,"Two problems with the scenario outlined in my previous post  1. The Bush administration's economic stimulus is stimulating the economy, but in the wrong way. According to Robert Rubin, the former Treasury Secretary, the same stimulus effect could have been achieved without the long-term debt hangover by enacting different tax cuts, temporary tax cuts that would benefit low- and middle-income persons. Ah, Robert Rubin, the sound of his name is music to our ears. Quickly, can you name a Bush administration cabinet official with Rubin's gravitas? Still thinking? It'll come to you... 2. We can't give the Republicans control only in wartime because they've ingeniously concocted an endless, global 'war on terrorism.'"
10,hybrid,none,none,polish_50,blog,"Do you ever have those moments when you begin to reflect on life, sitting in a math class, feeling bored out of your skull, wondering what exactly goes on in your brain that makes you understand math? You realize you exist and are in math class, and suddenly it hits you – the fact that you're on this random train of thought is incredibly pathetic. Ever had that happen? I hate that. You know what else I hate? Block schedules. Who would ever come up with that idea? Anyone can see that sitting through a 2.5-hour class in any subject is cruel and unusual punishment."
11,hybrid,none,none,polish_50,blog,"I've come to the realization that my time with Monopoly has come to an end, and I've vowed to never touch that iron again. Tonight, Andy beat me by a small margin, and I let him win the game, as I wanted him to feel good on his last night here. The story may have unfolded, but I've developed a Texas-sized headache, which the Aleve has somewhat alleviated. Now, I just need some well-deserved rest and relaxation."
