id,model,decoding,repetition_penalty,attack,domain,generation
2,hybrid,none,none,polish_1,blog,"Summer TV used to be a dead zone full of repeats or something. But now there are two great new shows on TV, and I have been watching both religiously for the last week. The gayest concept ever, that seemingly has zero gay people in sight. Hairstylist Jonathan Antin wants to build a second location to his incredibly popular West Hollywood salon, but this time in Beverly Hills. Normally, no one would care, certainly not me, but as I was flipping through the channels, I caught a glimpse of Jonathan, equally narcissistic and dull-looking at an empty space on Rodeo Drive, speaking (in a public voice) 'I am going to build here the greatest salon in the history of the world ever!' and I was hooked. Not since Rocco have I found such a moron compelling TV watching."
3,hybrid,none,none,polish_1,blog,"It sounds like you're experiencing some discomfort and pain in your shoulder and arm due to tendonitis. Tendonitis is an inflammation of the tendons, which are the tissues that connect muscles to bones. It can be caused by overuse or repetitive motion, and can be quite painful.
 It's possible that you may need to take some time off from using your arm and shoulder to allow the tendon to heal. In the meantime, you can try some gentle stretching and resting to help alleviate the pain.

It's also important to make sure you're getting enough sleep and taking care of yourself overall. Lack of sleep can exacerbate pain and make it more difficult to recover from injuries.

It's great to hear that your mom's surgery went well and that her eyesight has improved some. It's understandable that she's still experiencing some vision loss, but every little bit of improvement is a positive sign. I hope her vision continues to improve and that she's able to see clearly soon."
4,hybrid,none,none,polish_1,blog,"Kindness of strangers... Attempted laundry today with the kids in tow and realized how quickly the simplest things can become a frustrating ordeal. I also learned how remarkably sweet total strangers can be for no reason other than because they feel like being kind. Trust me. It wasn't like they were trying to get into my pants or anything. I had kid drool all over me and was wearing my 'wash-day' outfit... Also, I'm not sure I'll ever be bathing again, so it's not like there was even an olfactory incentive there! I am currently composing this post and also watching the collected No Doubt videos. I am doing both of these things sitting at my desk in my room."
5,hybrid,none,none,polish_1,blog,"It is 11:14 PM and I sit in my bedroom, fixing the personal computer of the personnel director from my job. Although I do not mind helping, I often wonder at how frequently I find myself fixing someone else's computer as a favor. I am glad to be able to love and serve people in this way, but where is the line drawn when it comes to being taken advantage of? The last couple of weeks, I've been staying up late reading and such, so I was looking forward to getting some rest early on, but then I realized it would be more practical to get the computer back to its owner. *laugh* No rest for the weary, right? So, I found myself watching Joe Schmo 2 again tonight."
6,hybrid,none,none,polish_1,blog,"Remind me, what did I write about before this? Or, a continuation in the 'is this a date?' saga. So, after the weird lunch, my confidence was shaken, and I forgot to tell you guys an important part of the story. Before Pat shows up to lunch, Dustin starts talking about what a nice guy Pat is and how he's trying to find a girlfriend for him. I'm listening and nodding, realizing that we're talking more about finding Dustin's best friend, a girl, than discussing whatever it is you discuss with a stranger over pink lemonade. I excused myself to the bathroom and silently asked myself: am I being pawned off to the other guy? Is this what happens now?"
7,hybrid,none,none,polish_1,blog,"I would like everyone to think before they act. I'd like each and every single person in the world to think before they get out of bed in the morning and make a commitment to keep thinking throughout the day. If they're not prepared to do so, I'd prefer they go back to bed and take a long, peaceful nap. I'm tired of dealing with stupid people. I'm not the smartest person in the world... but I'm not talking about things that require a lot of brainpower. So, let's focus on the inanely stupid. Let's see if I can keep this rant to a few particular types, and we'll save some for another day, sound good?"
9,hybrid,none,none,polish_1,blog,"She's saying I'm on the run, I'm chasing guys for fun. ~The Offspring haven't updated in awhile, but not much to say... Went to the cove to see SuperNothing, they were good as usual, got to chill with Tiago: -). Sat. Went to work and then out with Joe and Rach, met up with Steve, Tiago, and Tom. Came home at like quarter to 12 and woke up the next morning at quarter to 7 for a meet. Got there a little late, but it's all good, did my full-on floor, didn't fall, second on floor and vault, and third on beam, 29.45 all around, which isn't bad because my meets get better as the season goes on."
11,hybrid,none,none,polish_1,blog,"I think that monopoly has run its course in my life and I vow to never lay my hands on that damn iron (not a hot one, but the piece in the game) again. Tonight, Andy beat me by a few small dollars and won the faroquin game, or maybe I let him win on account of him leaving in a few short hours and me wanting him to feel good on his last night here. Well, however the story goes, it can't compare to this Texas-sized headache I have at the moment. I've taken some Aleve and I must say that they are doing the trick. All I need now is some well-deserved R&R. Your telephone's the one that helped me wrap the cord around my neck... At the drive-in."
12,hybrid,none,none,polish_1,blog,"Today has been a long day. We had to drive home from Indiana. I guess I'll have to be choosy with what I write about because I could take up a lot of time and energy, and I just don't have enough. First, I have to say that camp was awesome and even better than I could have expected. God has been doing so much in my life lately, and it's just awesome. I've sort of turned over a new leaf, I guess, but anyway, back to the beginning. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of what we did was go to the fair, church, Walmart, and watched movies."
13,hybrid,none,none,polish_1,blog,"Today is my last day of summer vacation! 😢 I have a dentist appointment at 9 am. Ugh, I'd rather get it over with than try to schedule it during the first month of my surgery rotation. I'm definitely nervous and scared. 😨 I'm not looking forward to this new chapter in my life, but I know I need to face it head-on. As a perfectionist, I love excelling at everything I do. But starting new things is a challenge for me. I hate being a pawn (like I told Cassie: 'I'm going to be the only pawn on the chessboard who insists on moving like a knight'). I just want to get through this and move on to the next thing."
