id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_35,blog,"Another week just flew by. I drove by the new house yesterday and noticed the front window was covered in boxes. We may receive the keys at closing, and I'm getting increasingly excited. If all goes well this week, we will be set for closing a week from Wednesday. I was up until after 3:00am last night watching movies with Bethany. There has been a lot of movie watching going on around here lately. Here's my rundown: last night we watched Thirteen, a movie every mother of a teen should see. It exceeded my expectations. Then we watched Gigli, and it was just as disappointing as the media said it was, but we had to see for ourselves."
2,hybrid,none,none,polish_35,blog,"Summer TV used to be a dead zone filled with repeats, but now there are two great new shows on TV that I've been watching religiously for the last week. One of them is ""Blow Out,"" a show with a concept that seems to have zero gay people in sight, despite its title. The show revolves around hairstylist Jonathan Antin, who wants to build a second location for his popular West Hollywood salon, this time in Beverly Hills. Normally, I wouldn't care, but as I was flipping through the channels, I caught a glimpse of Jonathan, who appears equally narcissistic and dull, standing in an empty space on Rodeo Drive, proclaiming in a public voice, ""I'm going to build the greatest salon in the history of the world ever!"" I was hooked. Not since ""Rocco"" have I found such a moron so compelling to watch."
3,hybrid,none,none,polish_35,blog,"What a week... I've developed tendonitis in my right shoulder, just under my shoulder blade. When I move my arm excessively, particularly when using a computer mouse, it's excruciating. I've had to limit my movement due to a recent website update and other online tasks. I'm struggling to muster the strength to draw anything. Lack of sleep is exacerbating the pain. I'm not too happy right now, but I'll recover. On a positive note, my mom's surgery went well. Her eyesight has partially returned, allowing her to see fuzzy shapes and distinguish colors. Although she's still largely blind, hopefully, she'll fully regain her vision soon."
4,hybrid,none,none,polish_35,blog,"Kindness of strangers... I attempted laundry today with the kids in tow and realized how quickly the simplest tasks can become a chaotic ordeal. I also learned how remarkably kind total strangers can be, simply because they feel like being sweet. Trust me, it wasn't like they had ulterior motives. I had kid drool all over me and was wearing my casual 'wash-day' outfit... Also, I'm not sure I'll ever be bathing again, so there wasn't even an olfactory incentive. Currently, I'm multitasking - composing this post and watching the collected No Doubt videos, both from the comfort of my desk in my room."
5,hybrid,none,none,polish_35,blog,"It's 11:14pm MST, and I'm sitting in my bedroom, fixing the personal computer of our personnel director from work. I don't mind doing it, but I often wonder how frequently I end up fixing someone else's computer as a favour. I'm glad to be able to show love and care for people in this way, but where is the line drawn before it becomes an imposition? The last couple of weeks, I've been staying up late reading, so I was looking forward to an early night, until I realized it would be more prudent to return this computer to its owner. *laugh* No rest for the weary, right? I found myself watching Joe Schmo 2 again tonight, instead of getting the rest I had been hoping for."
6,hybrid,none,none,polish_35,blog,"Remind me, what did I write about before this? Or, a continuation in the 'is this a date?' saga. So, after the weird lunch, my confidence took a hit. I forgot to share an important part of the story with you guys. Before Pat arrived for lunch, Dustin started talking about what a great guy Pat is and how he's trying to find him a girlfriend. I listened and nodded, realizing we were discussing finding Dustin's best friend a partner more than engaging in typical small talk with a stranger over pink lemonade. I excused myself to the bathroom, looked in the mirror, and silently asked myself: am I being set up with the other guy? Is this what happens now?"
7,hybrid,none,none,polish_35,blog,"I would like everyone to think before they act. Ideally, I'd like each person in the world to think before they start their day, and make a commitment to keep thinking throughout. If they're not prepared to, I'd prefer they reconsider their daily activities. I'm frustrated with people who act impulsively. I'm not claiming to be the most intelligent person, but I'm not referring to complex issues. I believe it's reasonable to expect basic thoughtfulness. Let's focus on a few specific examples for now, and save others for another time, sound good? Great."
8,hybrid,none,none,polish_35,blog,"Two problems with the scenario outlined in my previous post: 1. True, Bush is stimulating the economy, but in the wrong way. Robert Rubin told NPR's Marketplace today that Bush could have achieved the same stimulus effect without the long-term debt burden by enacting different tax cuts - temporary ones that would benefit low- and middle-income individuals. Ah, Robert Rubin - the sound of his name is music to our ears. Quick: name one Bush administration cabinet official on the domestic side with Rubin's stature. Still thinking? It'll come to you... 2. We can't give the Republicans control only in wartime because they've ingeniously concocted an endless, global 'war on terrorism.'"
10,hybrid,none,none,polish_35,blog,"Do you ever have one of those moments when you begin to reflect on life? Like you're sitting in math class, feeling utterly bored, and you wonder what exactly goes on in your brain that enables you to comprehend math? You realize that you exist, and you're in math class, and you wonder why. Then you realize how amazing it is to exist. And suddenly it hits you - the fact that you're going off on this random train of thought is somewhat embarrassing. Ever had that happen? I dislike that feeling. You know what else I dislike? Block schedules. Who would ever conceive such an idea? It's clear that sitting through a two-and-a-half-hour class in any subject is a form of cruel and unusual punishment."
11,hybrid,none,none,polish_35,blog,"I think that Monopoly has run its course in my life, and I vow to never lay my hands on that iron piece again. Tonight, Andy beat me by a few small dollars and won the game, or maybe I let him win since he's leaving in a few short hours and I wanted him to feel good on his last night here. However the story goes, it can't compare to this Texas-sized headache I have at the moment. I've taken some Aleve, and I must say that they're doing the trick; all I need now is some well-deserved rest and relaxation. Your telephone's the one that helped me wrap the cord around your neck... At the drive-in."
