id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_50,blog,"Another week flew by. I drove by the new house yesterday, and the front window was covered in boxes. We may get the keys at closing, and I am getting so excited. If all goes well this week, we will be set for closing a week from Wednesday. I was up until after 3:00 a.m. last night watching movies with Bethany. There has been a lot of movie-watching happening here lately. Here's my rundown: last night we watched ""Thirteen,"" a movie every mother of a teen should see. It was better than I expected. Then we watched ""Gigli,"" and, yes, it was just as bad as the media said, but we had to watch it ourselves."
2,hybrid,none,none,polish_50,blog,"Summer TV used to be a dead zone full of repeats. However, now there are two great new shows I have been watching religiously for the last week. ""Blow Out"" has the gayest concept ever, seemingly with zero gay people in sight. Hairstylist Jonathan Antin wants to build a second location for his incredibly popular West Hollywood salon, now in Beverly Hills. Normally, no one would care—not me, but as I was flipping through the channels, I caught a glimpse of Jonathan, equally narcissistic and dull, looking at an empty space on Rodeo Drive. He declared, ""I am going to build here the greatest salon in the history of the world ever!"" and I was hooked. Not since ""Rocco"" have I found such a compelling TV moron."
3,hybrid,none,none,polish_50,blog,"What a week... My right shoulder has tendonitis, right under my shoulder blade. When I move my arm too much, especially with a mouse on a computer, it really hurts. I can’t move it much now because I was busy updating my website and working on other online tasks. I can barely draw anything. Lack of sleep worsens my pain. I'm not too happy right now, but I'll get better. My mom's surgery went okay. Her eyesight has somewhat returned; she can see fuzzy shapes and make out colors. Other than that, she's still nearly blind. Hopefully, she'll fully regain her vision soon."
4,hybrid,none,none,polish_50,blog,"Encountering the kindness of strangers... Attempted laundry today with the kids in tow and realized how quickly the simplest things can become an ordeal. I also learned how remarkably sweet strangers can be for no reason other than wanting to be kind. Trust me—it wasn't like they were hoping to impress me or anything. I was covered in kid drool and wearing my 'wash-day' outfit... Also, I'm not entirely sure when I'll be bathing again, so there was no olfactory incentive! I am currently doing two things: composing a post and watching collected No Doubt videos. Both of these things I am doing while sitting at my desk in my room."
5,hybrid,none,none,polish_50,blog,"So it is 11:14 PM MST, and here I sit in my bedroom fixing the personal computer of the personnel director from my job. Not that I mind, but I wonder sometimes how often I find myself fixing someone else's computer as a favor. I'm glad to help in this way, but where is the line drawn between kindness and being taken advantage of? The last couple of weeks, I've been staying up late, so I was looking forward to sleeping early until I realized it was best to get this computer back to its owner. No rest for the weary, right? I found myself watching Joe Schmo 2 again tonight."
6,hybrid,none,none,polish_50,blog,"Remind me, what did I write about before this? A continuation in the ""Is this a date?"" saga. So, after the weird lunch, my confidence shook. I forgot to share an important piece of the story. Before Pat arrives for lunch, Dustin begins talking about what a nice guy Pat is and how he's trying to find a girlfriend for him. I'm listening, nodding, and realizing that we're talking more about finding Dustin's best friend a girl than discussing whatever you discuss with a stranger over pink lemonade. I excused myself to the bathroom, looked in the mirror, and silently asked myself: am I being pawned off to the other guy? Is this what happens now?"
7,hybrid,none,none,polish_50,blog,"I would like everyone to think before they act. Actually, I wish each and every person in the world would think before getting out of bed in the morning and make a commitment to keep thinking all day. If they aren't prepared to, I'd strongly prefer that they hop back in bed and drift off to an eternal slumber. I'm tired of dealing with stupid people. I'm not the smartest person in the world, and I'm not talking about things that require much brainpower, so I feel it's fair to criticize the profoundly ignorant. Let's see if I can limit this rant to a few specific types and save some for another day. Sound good? Great."
8,hybrid,none,none,polish_50,blog,"Two problems with the scenario outlined in my previous post: 1. Although Bush is stimulating the economy, he is doing so ineffectively. Robert Rubin informed NPR's Marketplace today that Bush could have achieved the same stimulus effect without the long-term debt hangover by implementing different tax cuts—temporary cuts benefiting low and middle-income individuals. Ah, Robert Rubin. The mere mention of his name is music to our ears. Quick: name a Bush administration cabinet official on the domestic side with Rubin's gravitas. Still thinking? It'll come to you... 2. We cannot give Republicans control only in wartime because they've ingeniously concocted an endless, global 'war on terrorism.'"
9,hybrid,none,none,polish_50,blog,"'She's saying I'm on the run, I'm chasing guys for fun' ~The Offspring. I haven’t updated in a while because there’s not much to report. Went to the Cove to see Supernothing; they were good as usual. Got to chill with Tiago. On Saturday, I worked and then went out with Joe and Rach. Met up with Steve, Tiago, and Tom. Came home around 11:45 PM and woke up at 6:45 AM for a meet. I got there a little late, but it went well. I didn’t fall on floor, placed second on floor and vault, third on beam, and scored 29.45 overall, which is decent since my meets improve as the season progresses."
10,hybrid,none,none,polish_50,blog,"Do you ever have one of those moments when you begin to reflect on life? Like you're sitting in math class, bored out of your skull, and you wonder what exactly goes on in your brain that makes you understand math? You realize you exist, you're in math class, and you wonder why. Then it hits you—the fact that you're off on this random train of thought feels incredibly pathetic. Ever had that happen? I hate that. You know what else I hate? Block schedules. Who would ever come up with that idea? Anyone can see sitting through a two-and-a-half-hour class in any subject is cruel and unusual punishment."
11,hybrid,none,none,polish_50,blog,"I think Monopoly has run its course in my life, and I vow never to lay my hands on that iron (not a hot one, but the piece in the game) again. Tonight, Andy beat me by a few small dollars and won the game, or maybe I let him win because he’s leaving in a few short hours, and I wanted him to feel good on his last night here. However the story goes, it can't compare to this Texas-sized headache I have at the moment. I've taken some Aleve, and I must say that they are doing the trick. All I need now is some well-deserved rest and relaxation; your telephone's the one that helped me wrap the cord around your neck... At the drive-in."
12,hybrid,none,none,polish_50,blog,"Well... Today's been a long day. We drove home from Indiana. I guess I'll have to be selective about what I write because I could take up a lot of time and space, and I just don't have the energy. First off, I have to say that camp was awesome and even better than I could have expected. God has been doing so much in my life lately, and it's just amazing. I've turned over a new leaf, I guess, but back to the beginning. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of our time was spent going to the fair, church, a parade, Walmart, and watching movies."
13,hybrid,none,none,polish_50,blog,"Today is my last day of summer vacation! Ugh! And I have a dentist appointment at 9. I hate that, but I'd rather get it over with than try to schedule it during the first month of my surgery rotation. I'm definitely nervous, scared, jittery, and anything else you can think of for not wanting to go to school. This is going to be a whole new ball game for me. As a perfectionist, I love excelling at everything I do. But starting new things is tough. I hate being a pawn (like I told Cassie: ""I'm going to be the only pawn on the chessboard who insists on moving like a knight""), and I hate not knowing what's going on."
14,hybrid,none,none,polish_50,blog,"Arun Shourie discusses how the current governor of Uttar Pradesh had warned as early as 1996 about the potential threat of a ""third Islamic state"" emerging in the subcontinent. T.V. Rajeswar, the former head of the Intelligence Bureau and the current governor of Uttar Pradesh, predicted this serious threat in a series of articles published in the Hindustan Times in 1996. Shourie makes a compelling argument by asking if acknowledging that Rajeswar, not Advani, authored these warnings lends them credibility, or if it leads to the conclusion that Rajeswar is a covert communalist who should not serve as governor."
