id,model,decoding,repetition_penalty,attack,domain,generation
3,hybrid,none,none,polish_10,blog,"A week ago, my right shoulder started to tingle. It's right under my shoulder blade. So, when I move my arm too much, mainly with a mouse on a computer, it kills me. I can't move it much now because I was on a spree updating my website and working on other online things. I can barely muster up the strength to draw anything. Lack of sleep adds to my pain. I'm not too happy right now, but I'll get better. My mom's surgery went okay. Her eyesight has come back some. She can see fuzzy shapes and make out colors. Other than that, she's still blind as a bat. Hopefully, she'll fully regain her vision soon."
5,hybrid,none,none,polish_10,blog,"It's 11:14 PM and I'm sitting in my bedroom, fixing the personal computer of the personnel director from my job. While I don't mind doing it, I often wonder at how often I find myself fixing someone else's computer as a favor. I'm glad to be able to help and minister to people in this way, but where is the line drawn when it comes to being taken advantage of? Over the past couple of weeks, I've been staying up late reading and such, so I was looking forward to hitting the sack early, until I realized it would be more prudent to get this computer back to its owner. *laugh* No rest for the weary, right? So, I found myself watching Joe Schmo 2 again tonight."
6,hybrid,none,none,polish_10,blog,"Remind me, what did I write before this? Or, continue the 'is this a date?' saga. After a weird lunch, my confidence shook, I forgot to tell you guys an important part of the story. Before Pat shows up, Dustin starts talking about finding a girlfriend for him. I'm listening and nodding, realizing we're discussing more about finding Dustin's best friend, a girl, than discussing whatever it is you discuss with a stranger over pink lemonade. I excused myself to the bathroom, looked in the mirror, and silently asked myself: am I being pawned off to the other guy? Is this what happens now?"
7,hybrid,none,none,polish_10,blog,"I want people to think before acting. Everyone should make a commitment to think all day. Stupid people make me sick. I'm not the smartest, but I can criticize the very stupid."
8,hybrid,none,none,polish_10,blog,"1. Bush's economic policies were misguided, but Rubin's ideas could have been a better solution.

2. Rubin's voice is a breath of fresh air in the political landscape.

I hope this helps! Let me know if you have any other questions."
9,hybrid,none,none,polish_10,blog,"She's saying I'm on the run, I'm chasing guys for fun."" ~The Offspring. Haven't updated in a while, but not much to say... Went to the cove to see SuperNothing, they were good as usual, got to chill with Tiago. Sat. Went to work and then out with Joe and Rach, met up with Steve, Tiago, and Tom. Came home at like quarter to 12 and woke up the next morning at quarter to 7 for a meet. Got there a little late, but it's all good, I did my full-on floor and didn't fall, second on floor and vault, and third on beam, 29.45 all around, which isn't bad because my meets get better as the season goes on."
11,hybrid,none,none,polish_10,blog,"I believe that monopoly has run its course in my life, and I vow to never lay my hands on that damn iron (not a hot one, but the piece in the game) again. Tonight, Andy beat me by a few small dollars and won the farquhar game, or maybe I let him win on account of him leaving in a few short hours and me wanting him to feel good on his last night here. Well, however the story goes, it can't compare to this Texas-sized headache I have at the moment. I've taken some Aleve and I must say, they are doing the trick. All I need now is some well-deserved R&R. Your telephone's the one that helped me wrap the cord around my neck... At the drive-in."
12,hybrid,none,none,polish_10,blog,"Today has been a long day. We had to drive home from Indiana. I guess I'll have to be choosy about what I write because I don't have much energy. Let me start by saying that camp was amazing and even better than I could have ever expected. God has been doing so much in my life lately, and it's just awesome. I've sort of turned over a new leaf, I guess, but I'll get to that later. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of what we did was go to the fair, church, a parade, and Walmart, and we also watched movies."
13,hybrid,none,none,polish_10,blog,"Today is my last day of summer vacation! 😭 I have a dentist appointment at 9 AM. 🦖 I'm nervous and scared, but I'd rather get it over with than schedule it during my surgery rotation. 🤕 As a perfectionist, I love excelling at everything I do, but starting new things is a challenge. 🤔 I hate being a pawn and not knowing what's going on. 🤷‍♀️"
17,hybrid,none,none,polish_10,blog,"Last night was the worst. I threw away the sweater I was knitting because it was a disaster. I only had about 14 inches of yarn left, and it had too many stitches by the time I got to the armholes. The mohair was knotting itself together as I knitted, and frogging (ripping out rows) didn't work well. I lost probably $10 worth of yarn. I didn't even swear, which is unusual for me. I just morosely ripped it out and listened to Season 2 of Sex and the City instead (way to go, library!). And then I got sick of it and threw it away. I suppose I learned a lot while trying to make this sweater."
