id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_20,blog,"Another week just flew by. I drove past the new house yesterday, and the front window was covered in boxes. We may get the keys at closing, and I am getting so excited. If all goes well this week, we will be set for closing a week from Wednesday. I was up until after 3:00 a.m. last night watching movies with Bethany. There's been a lot of movie-watching going on around here lately. Here's my rundown: last night we watched ""Thirteen,"" a movie every mother of a teen should see. It was better than I expected. Then we watched ""Gigli."" Yeah, it was just as bad as the media said, but we had to see for ourselves."
2,hybrid,none,none,polish_20,blog,"Summer TV used to be a dead zone full of repeats. Now, there are two great new shows, and I've been watching both religiously for the past week. ""Blow Out"" has the most unexpected concept ever, seemingly with zero representation. Hairstylist Jonathan Antin wants to build a second location of his incredibly popular West Hollywood salon, this time in Beverly Hills. Normally, no one would care, certainly not I, but as I was flipping through the channels, I caught a glimpse of Jonathan, equally narcissistic and dull, looking at an empty space on Rodeo Drive and declaring, ""I am going to build here the greatest salon in the history of the world ever!"" and I was hooked. Not since Rocco have I found someone so compelling to watch on TV."
3,hybrid,none,none,polish_20,blog,"What a week... My right shoulder has tendinitis, just under my shoulder blade. When I move my arm too much, especially using a computer mouse, it’s painful. I can't move it much now because I was busy updating my website and working on other online tasks. I can barely find the strength to draw anything. Lack of sleep adds to my pain. I'm not too happy right now, but I'll get better. My mom's surgery went okay. Her eyesight has somewhat returned; she can see fuzzy shapes and distinguish colors. However, she's still mostly blind. Hopefully, she'll fully regain her vision soon."
4,hybrid,none,none,polish_20,blog,"The kindness of strangers... Attempted laundry today with the kids in tow and realized how quickly the simplest tasks can become a complete ordeal. I also discovered how remarkably kind total strangers can be, simply because they choose to be. Trust me, it wasn't like they were trying to get into my pants or anything. I had kid drool all over me and was wearing my 'wash-day' outfit... Plus, I'm not super sure I'll ever be bathing again, so it's not like there was even an olfactory incentive there! I am doing two things right now. I am composing a post and also watching the collected No Doubt videos. I am doing both of these things sitting at my desk in my room."
5,hybrid,none,none,polish_20,blog,"It's 11:14 p.m. MST, and here I sit in my bedroom fixing the computer of the personnel director from my job. Not that I mind, but I wonder how often I find myself fixing someone else's computer as a favor. I'm glad to show love and support this way, but where is the line drawn when you are being taken advantage of? The past couple of weeks, I've stayed up late reading, so I was looking forward to going to bed early until I realized it would be more prudent to get this computer out of my bedroom and back to its owner. *laugh* No rest for the weary, right? So I found myself watching Joe Schmo 2 again tonight."
6,hybrid,none,none,polish_20,blog,"Could you remind me what I wrote about before this? Or perhaps, this is a continuation of the ""is this a date?"" saga. After the unusual lunch, my confidence shaken, I forgot to share an important part of the story. Before Pat arrives for lunch, Dustin starts talking about what a nice guy Pat is and how he's trying to find a girlfriend for him. I'm listening, nodding, and realizing we're talking more about finding Dustin's best friend a girl than anything you typically discuss over pink lemonade with a stranger. I excused myself to the bathroom, looked in the mirror, and silently asked myself: am I being pawned off to the other guy? Is this what happens now?"
7,hybrid,none,none,polish_20,blog,"I would like everyone to think before they act. Actually, I'd like every single person in the world to think before they get out of bed in the morning and commit to keep thinking all day. If they're not prepared to, I'd very much like them to hop back in bed and drift off to an eternal slumber. I'm sick to death of foolish people. No, I'm not the smartest person in the world, but I'm not talking about things that require a lot of brain power, so I think it's fair to criticize the inanely stupid. Let's see if I can keep this particular rant to a few specific types, and we'll save some for another day. Sound good? Great."
8,hybrid,none,none,polish_20,blog,"Two problems with the scenario outlined in my previous post: 1. While it's true that Bush is stimulating the economy, it's in the wrong way. Robert Rubin told NPR's Marketplace today that Bush could have achieved the same stimulus effect without a long-term debt hangover by enacting different tax cuts—temporary ones that would benefit low- and middle-income individuals. Ah, Robert Rubin. The sound of his name is music to our ears. Quick: can you name a Bush administration cabinet official on the domestic side with Rubin's gravitas? Still thinking? It’ll come to you... 2. We can't give the Republicans control only during wartime because they’ve ingeniously concocted an endless, global 'war on terrorism.'"
9,hybrid,none,none,polish_20,blog,"'She's saying I'm on the run, I'm chasing guys for fun' ~The Offspring. I haven't updated in a while, but there's not much to say. Went to the Cove to see Supernothing; they were good as usual. Got to chill with Tiago :-). Saturday, went to work and then out with Joe and Rach. Met up with Steve, Tiago, and Tom. Came home at around quarter to twelve and woke up the next morning at quarter to seven for a meet. Got there a little late, but it's all good. I did my full routine on floor and didn't fall: placed second on floor and vault, and third on beam, with a 29.45 all-around, which isn't bad because my meets improve as the season progresses."
10,hybrid,none,none,polish_20,blog,"Do you ever have one of those moments when you begin to reflect on life? Like you're sitting in math class, bored out of your mind, and you wonder what goes on in your brain that makes you understand math. Then you realize you exist and are in math class and wonder why. Suddenly, it hits you—the fact that you're going off on this random train of thought feels incredibly pathetic. Ever had that happen? I hate that. You know what else I hate? Block schedules. Who would ever come up with that idea? Anyone can see that sitting through a two-and-a-half-hour class in any subject is cruel and unusual punishment."
