id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_20,blog,"I'm so excited! If all goes well this week, we'll be set for closing a week from Wednesday. I was up until after 3am last night watching movies with Bethany. There's been a lot of movie watching going on around here lately. Here's my rundown: last night we watched Thirteen, a movie every mother of a teen should see. It was better than I expected. Then we watched Gigli, yeah it was just as bad as the media said it was, but we had to see for ourselves."
5,hybrid,none,none,polish_20,blog,"It's 11:14pm and I'm in my bedroom fixing the personnel director's computer. I enjoy helping others, but I wonder if I'm being taken advantage of. Recently, I've been staying up late reading and such, so I was looking forward to an early bedtime. However, I realized it was more important to get the computer back to its owner. *laugh* No rest for the weary. I found myself watching Joe Schmo 2 tonight."
7,hybrid,none,none,polish_20,blog,"I want people to think before acting. Everyone in the world, please. No more stupidity. I'm not the smartest, but I can rant about specific types of idiocy. Let's start with those who get out of bed unprepared and waste the day."
9,hybrid,none,none,polish_20,blog,"She's saying I'm on the run, chasing guys for fun. ~The Offspring haven't updated in awhile, but not much to say... Went to the cove, saw SuperNothing, they were good as usual. Sat with Joe and Rach, met up with Steve, Tiago, and Tom. Came home at quarter to 12, woke up next morning at quarter to 7 for a meet. Got there a little late, but it's all good, did my full floor routine and didn't fall. Second on floor and vault, third on beam, 29.45 all around, not bad since my meets get better as the season goes on."
12,hybrid,none,none,polish_20,blog,"Today's been a long day. We had to drive home from Indiana. I'm going to be choosy about what I write because I could take up a lot of time and energy. Camp was awesome and even better than I expected. God's been doing so much in my life lately and it's just awesome. We arrived at the Twiggs' house on Friday evening and stayed until we left for camp on Monday. Most of what we did was go to the fair, church, a parade, and watch movies."
13,hybrid,none,none,polish_20,blog,"Today is my last day of summer vacation! 😔 I have a dentist appointment at 9 AM. Ugh, I'd rather get it over with than try to schedule it during my first month of surgery rotation. I'm definitely nervous and scared. 😨 As a perfectionist, I love excelling at everything I do, but starting new things is tough. I hate being a pawn (like I told Cassie: 'I'm going to be the only pawn on the chessboard who insists on moving like a knight'). And I hate not knowing what's going to happen."
17,hybrid,none,none,polish_20,blog,"Last night, I threw away a half-finished sweater. $10 worth of yarn was wasted due to too many stitches and knotting. I didn't swear or frogging (ripping out rows) it, but I did get sick of it and threw it away. I learned something from the experience."
18,hybrid,none,none,polish_20,blog,"Last night in class, we discussed the assigned reading, ""Getting Back into Place: Toward a Renewed Study of the Place-World,"" by Edward S. Casey. The first chapter explores the concept of ""implacement"" and the second, ""displacement."" In the first chapter, Casey argues that our contemporary world and culture revolve around time as the primary situating force, as we are constantly running out of time, saving time, or just in time. He posits that centering culture around place offers a more grounded community. So far, this book has been the most engaging read of the semester."
20,hybrid,none,none,polish_20,blog,"Currently listening to: The Little Drummer Boy by Stevan Pasero... And now my post: Senate Republicans, hands up - who watched the 39-hour judicial nominations marathon last week? I tuned in once or twice. The entire colossal waste of time was perpetrated by Republicans trying to score political points by holding a multi-day tantrum. Despite Democrats approving 168 of Bush's judicial nominees, Republicans are under the misapprehension they have a huge mandate for this nonsense."
21,hybrid,none,none,polish_20,blog,"This was a productive weekend. I indulged in various activities, including reading three books: Bruce Sterling's 'Heavy Weather,' Larry Niven's 'World of Ptavvs,' and Octavia Butler's 'Parable of the Sower.' While the books were engaging and well-crafted, I didn't find any particularly profound insights or emotional resonance. Still, they were enjoyable and well-written, making for a satisfying weekend of escapism."
22,hybrid,none,none,polish_20,blog,"Since returning from practicum, I've been struggling to shake off the aftermath, but it's only in the second week that the smoke has really started to clear. Post-practicum trauma is a hidden epidemic that's only now coming to light. I was initially burdened by the experience, but meeting with the course coordinator allowed me to release my burden and prevent another student from facing a similar fate. Yesterday, I encountered an upset classmate who was determined to share her own practicum horror story with me. I reassured her that going to the administrator first is the best course of action and that we should work together to address the issue."
23,hybrid,none,none,polish_20,blog,"Things are hectic here, but I always find time for stress-relieving activities. I'm terrible at 8-ball and ping pong, and Rick (the Canuck) consistently beats me. We have a ping pong table in the lobby, so I try to squeeze in a quick game whenever I can. Last night, I participated in an 8-ball tournament at the recreation tent, complete with popcorn machine, TVs, and a ping pong table. I was doing well until I scratched on the eight ball, but I still had fun, especially when two Dutch soldiers joined in."
24,hybrid,none,none,polish_20,blog,"Fall 1974: I was attempting to fight my way through the second chapter of my high school algebra book for the 13th time. I am not a math person. I hate math. I am math phobic. You get the picture. So, I struggled to make sense of algebra and then the doorbell rang. I put down my book and went to open the door. No one was there. Great. I returned to my studies and just as I was finding a little glimmer of understanding buried in my subconscious, the doorbell rang again. Bam, just like that, my breakthrough disappeared. I went to the door and, once again, no one was there. Just what a struggling math student needs, an uninvited practical joker."
