id,model,decoding,repetition_penalty,attack,domain,generation
1,hybrid,none,none,polish_20,blog,"Another week just flew by me. I drove by the new house yesterday and the front window was covered in boxes. We may receive the keys at closing, I am getting so excited. If all goes well this week, we will be set for closing a week from Wednesday. I was up until after 3:00am last night watching movies with Bethany. There has been a lot of movie watching going on around here lately. Here's my rundown; last night we watched Thirteen, a movie every mother of a teen should see. It was better than I expected. Then we watched Gigli, yeah it was just as bad as the media said it was, but we had to see for ourselves."
2,hybrid,none,none,polish_20,blog,"Summer TV used to be a dead zone full of repeats. But now there are two great new shows on TV, and I've been watching both religiously for the last week. Blow Out has the gayest concept ever, yet seemingly has zero gay people in sight. Hairstylist Jonathan Antin wants to build a second location for his incredibly popular West Hollywood salon, this time in Beverly Hills. Normally, no one would care, certainly not I, but as I was flipping through the channels, I caught a glimpse of Jonathan, equally narcissistic and dull, looking at an empty space on Rodeo Drive and saying, in a public voice, 'I'm going to build here the greatest salon in the history of the world ever!' and I was hooked. Not since Rocco have I found such a moron compelling TV watching."
3,hybrid,none,none,polish_20,blog,"What a week ... My right shoulder has tendinitis. It's located right under my shoulder blade. So, when I move my arm excessively, mainly while using a mouse on a computer, it's excruciating. I can barely move it now because I was on a spree updating my website and working on other online tasks. I can barely muster the strength to draw anything. Lack of sleep exacerbates my pain. I'm not too happy right now, but I'll recover. My mom's surgery went okay. Her eyesight has partially returned. She can see fuzzy shapes and distinguish colors. Other than that, she's still severely impaired. Hopefully, she'll fully regain her vision soon."
4,hybrid,none,none,polish_20,blog,"Kindness of strangers... Attempted laundry today with the kids in tow and realized how quickly the simplest tasks can become a chaotic ordeal. I also learned how remarkably kind total strangers can be for no reason other than because they feel like being generous. Trust me. It wasn't like they were trying to impress me or anything. I had kid drool all over me and was wearing my casual 'wash-day' outfit... Also, I'm not super sure I'll ever be bathing again, so it's not like there was even an olfactory incentive there. I am doing two things simultaneously. I am composing a post and I am also watching the collected No Doubt music videos. I am doing both of these things while sitting at my desk in my room."
5,hybrid,none,none,polish_20,blog,"It's 11:14pm MST, and I'm sitting in my bedroom, fixing the personal computer of our personnel director from work. Not that I mind doing it, but I sometimes wonder how often I find myself fixing someone else's computer as a favour. I'm glad to be able to show love and care for people this way, but where is the line drawn before it becomes taking advantage? The last couple of weeks, I've been staying up late reading and such, so I was looking forward to an early night, until I realized it would be more prudent to return this computer to its owner. *laugh* No rest for the weary, right? So, I ended up watching Joe Schmo 2 again tonight."
6,hybrid,none,none,polish_20,blog,"Remind me, what did I write about before this? Or, a continuation in the 'is this a date?' saga. So, after the weird lunch, my confidence was shaken. I forgot to tell you guys an important piece of the story. Before Pat shows up to lunch, Dustin starts talking about what a nice guy Pat is and how he's trying to find a girlfriend for him. I'm listening and nodding, realizing that we're talking more about finding Dustin's best friend a girl than discussing whatever it is you discuss with a stranger over pink lemonade. I excused myself to the bathroom, looked in the mirror, and then silently asked myself: am I being pawned off to the other guy? Is this what happens now?"
7,hybrid,none,none,polish_20,blog,"I would like everyone to think before they act. I'd like each person in the world to think before they get out of bed in the morning, and make a commitment to keep thinking all day. If they're not prepared to, I'd like them to reconsider and reflect on their actions. I'm tired of people acting impulsively. I'm not the smartest person in the world, but I'm not talking about complex issues. I think it's fair to criticize those who act without thinking. Let's focus on a few examples for now and save the rest for another day, sound good? Great."
8,hybrid,none,none,polish_20,blog,"Two problems with the scenario outlined in my previous post: 1. True, Bush is stimulating the economy, but in the wrong way. Robert Rubin told NPR's Marketplace today that Bush could have achieved the same stimulus effect without the long-term debt burden by enacting different tax cuts, temporary tax cuts that would benefit low- and middle-income individuals. Ah, Robert Rubin - the sound of his name is music to our ears. Quick: name one Bush administration cabinet official on the domestic side with Rubin's stature. Still thinking? It'll come to you... 2. We can't give the Republicans control only in wartime because they've ingeniously concocted an endless, global 'war on terrorism.'"
9,hybrid,none,none,polish_20,blog,"'She's saying I'm on the run, I'm chasing guys for fun' ~The Offspring. I haven't updated in a while, but there's not much to share. Went to The Cove to see Supernova, they were good as usual, and got to hang out with Tiago. On Saturday, I went to work and then out with Joe and Rach, met up with Steve, Tiago, and Tom. Came home at quarter to 12 and woke up the next morning at quarter to 7 for a meet. Got there a little late, but it's all good - I completed my full floor routine without falling, placed second on floor and vault, and third on beam, scoring 29.45 all-around, which isn't bad since my meets tend to improve as the season progresses."
10,hybrid,none,none,polish_20,blog,"Do you ever have one of those moments when you begin to reflect on life? Like you're sitting in math class, feeling utterly bored, and you wonder what exactly goes on in your brain that makes you understand math? And you realize that you exist and you are in math class, and you wonder why. Then you realize how amazing existing is. And suddenly it hits you - the fact that you are going off on this random train of thought is incredibly pathetic. Ever had that happen? I dislike that feeling. You know what else I dislike? Block schedules. Who would ever come up with that idea? Anyone can see that sitting through a two-and-a-half-hour class in any subject is cruel and unusual punishment."
