id,model,decoding,repetition_penalty,attack,domain,generation
2,hybrid,none,none,polish_75,blog,"Summer TV used to be a dead zone full of repeats, but now there are two great new shows I’ve been watching religiously. *Blow Out*—the gayest concept ever with seemingly zero gay people in sight. Hairstylist Jonathan Antin wants to open a second location for his popular West Hollywood salon, this time in Beverly Hills. Normally, no one would care—certainly not me—but while flipping channels, I caught a glimpse of Jonathan, equally narcissistic and dull, staring at an empty space on Rodeo Dr. declaring (loudly), ""I’m going to build the greatest salon in history!"" And I was hooked. Not since Rocco has such a moron made for compelling TV."
3,hybrid,none,none,polish_75,blog,"What a week... My right shoulder has tendinitis, right under the shoulder blade. Moving my arm too much—especially while using a computer mouse—is agonizing. I overdid it updating my website and working online, so now I can barely move it. Finding the energy to draw feels impossible. The lack of sleep only worsens the pain. I’m not in the best spirits, but I’ll recover. My mom’s surgery went well—her eyesight has improved slightly. She can see blurry shapes and distinguish colors, though she’s still mostly blind. Hopefully, her vision will fully return soon."
4,hybrid,none,none,polish_75,blog,"The kindness of strangers... Today, I attempted laundry with the kids in tow and realized how quickly the simplest tasks can turn into an ordeal. I also discovered how incredibly sweet strangers can be—simply because they choose to be kind. Trust me, it wasn’t about ulterior motives. I was covered in kid drool and wearing my ""wash-day"" outfit... Plus, I’m not entirely sure I’ll ever bathe again, so there wasn’t even an olfactory incentive! Right now, I’m doing two things: composing this post and watching No Doubt’s greatest hits. Both from the comfort of my desk."
5,hybrid,none,none,polish_75,blog,"It’s 11:14 PM MST, and here I sit in my bedroom fixing the personnel director’s computer from work. I don’t mind helping, but I often wonder how frequently I end up repairing someone else’s device as a favor. While I’m happy to serve others this way, where do you draw the line before feeling taken advantage of? Lately, I’ve been staying up late reading, so I was eager to sleep early—until I realized it’d be wiser to return this computer sooner. *laugh* No rest for the weary, right? So tonight, I’m rewatching *Joe Schmo 2*."
6,hybrid,none,none,polish_75,blog,"Remind me, what did I write about before this? Or, a continuation of the 'Is this a date?' saga. After the awkward lunch, my confidence wavered, and I forgot to share a key detail. Before Pat arrived, Dustin started praising him, mentioning how he was trying to find him a girlfriend. I listened, nodding, but soon realized we were focusing more on setting Pat up than having a normal conversation with a stranger over pink lemonade. I excused myself to the bathroom, glanced in the mirror, and wondered: Am I being pawned off to the other guy? Is this really happening?"
7,hybrid,none,none,polish_75,blog,"I wish everyone would think before they act. In fact, I’d love for every single person to pause before getting out of bed each morning and commit to staying thoughtful all day. If they’re unwilling to do that, I’d prefer they just stay in bed forever. I’m exhausted by foolishness. No, I’m not the brightest person alive—but I’m not talking about complex matters, so it’s fair to criticize sheer stupidity. Let’s focus this rant on a few specific types for now and save the rest for another day. Sound good? Great."
8,hybrid,none,none,polish_75,blog,"Two issues with the scenario from my previous post:  
1. While Bush is stimulating the economy, his approach is flawed. As Robert Rubin noted on NPR's *Marketplace*, Bush could have achieved the same effect without long-term debt by implementing temporary tax cuts for low- and middle-income earners. Ah, Robert Rubin—his name alone inspires confidence. Quick: name a Bush administration domestic official with Rubin’s gravitas. Still thinking? It’ll come to you...  
2. We can’t cede control to Republicans solely during wartime—they’ve cleverly engineered an endless global ""war on terror."
9,hybrid,none,none,polish_75,blog,"'She's saying I'm on the run, I'm chasing guys for fun' ~The Offspring. Haven’t updated in a while, but not much to say. Went to The Cove to see Supernothing—they were great as always, and got to hang with Tiago :-). Saturday: worked, then went out with Joe and Rach. Met up with Steve, Tiago, and Tom. Got home around 11:45 PM and woke up at 6:45 AM for a meet. Arrived slightly late, but it went well—full routine on floor (no falls!), second on floor and vault, third on beam. Scored 29.45 all-around, which is decent since I improve as the season progresses."
10,hybrid,none,none,polish_75,blog,"Have you ever had one of those moments when you start reflecting on life? Like sitting in math class, utterly bored, wondering how your brain even processes math? Then you realize you exist—right there, in math class—and question why. Suddenly, you grasp how incredible existence is, only to feel pathetic for spiraling into random thoughts. Ever experienced that? I despise it. And you know what else I hate? Block schedules. Who thought that was a good idea? Sitting through a two-and-a-half-hour class in any subject is clearly cruel and unusual punishment."
11,hybrid,none,none,polish_75,blog,"I think Monopoly has run its course in my life, and I vow never to touch that cursed iron piece (the game token, not the hot one) again. Tonight, Andy beat me by a few dollars and won the frustrating game—or maybe I let him win since he’s leaving soon, and I wanted him to feel good on his last night here. However the story goes, it pales in comparison to this Texas-sized headache I have now. I’ve taken some Aleve, and it’s helping, but all I need is some well-deserved R&R. *""Your telephone’s the one that helped me wrap the cord around your neck..."" — At the Drive-In*"
