domain,model,polisher,polish_type,ai_rate,human_rate
blog,binoculars,llama70b,35,0.09803921568627451,0.9019607843137255
blog,chatgpt-roberta,llama70b,35,0.09803921568627451,0.9019607843137255
blog,detectgpt,llama70b,35,0.3137254901960784,0.6862745098039216
blog,fastdetectgpt,llama70b,35,0.0784313725490196,0.9215686274509803
blog,gltr,llama70b,35,0.35294117647058826,0.6470588235294118
blog,gpt2-base,llama70b,35,0.13725490196078433,0.8627450980392157
blog,gpt2-large,llama70b,35,0.19607843137254902,0.803921568627451
blog,llmdet,llama70b,35,0.7843137254901961,0.21568627450980393
blog,radar,llama70b,35,0.49019607843137253,0.5098039215686274
blog,zerogpt,llama70b,35,0.0392156862745098,0.9607843137254902
email_content,binoculars,llama70b,35,0.09302325581395349,0.9069767441860465
email_content,chatgpt-roberta,llama70b,35,0.11627906976744186,0.8837209302325582
email_content,detectgpt,llama70b,35,0.2558139534883721,0.7441860465116279
email_content,fastdetectgpt,llama70b,35,0.16279069767441862,0.8372093023255814
email_content,gltr,llama70b,35,0.23255813953488372,0.7674418604651163
email_content,gpt2-base,llama70b,35,0.27906976744186046,0.7209302325581395
email_content,gpt2-large,llama70b,35,0.4883720930232558,0.5116279069767442
email_content,llmdet,llama70b,35,0.9069767441860465,0.09302325581395349
email_content,radar,llama70b,35,0.4186046511627907,0.5813953488372093
email_content,zerogpt,llama70b,35,0.11627906976744186,0.8837209302325582
game_review,binoculars,llama70b,35,0.25,0.75
game_review,chatgpt-roberta,llama70b,35,0.1875,0.8125
game_review,detectgpt,llama70b,35,0.4375,0.5625
game_review,fastdetectgpt,llama70b,35,0.25,0.75
game_review,gltr,llama70b,35,0.5625,0.4375
game_review,gpt2-base,llama70b,35,0.375,0.625
game_review,gpt2-large,llama70b,35,0.4791666666666667,0.5208333333333334
game_review,llmdet,llama70b,35,0.7291666666666666,0.2708333333333333
game_review,radar,llama70b,35,0.3333333333333333,0.6666666666666666
game_review,zerogpt,llama70b,35,0.125,0.875
news,binoculars,llama70b,35,0.12,0.88
news,chatgpt-roberta,llama70b,35,0.62,0.38
news,detectgpt,llama70b,35,0.44,0.56
news,fastdetectgpt,llama70b,35,0.16,0.84
news,gltr,llama70b,35,0.54,0.46
news,gpt2-base,llama70b,35,0.06,0.94
news,gpt2-large,llama70b,35,0.2,0.8
news,llmdet,llama70b,35,0.76,0.24
news,radar,llama70b,35,0.06,0.94
news,zerogpt,llama70b,35,0.22,0.78
paper_abstract,binoculars,llama70b,35,0.058823529411764705,0.9411764705882353
paper_abstract,chatgpt-roberta,llama70b,35,0.0392156862745098,0.9607843137254902
paper_abstract,detectgpt,llama70b,35,0.21568627450980393,0.7843137254901961
paper_abstract,fastdetectgpt,llama70b,35,0.1568627450980392,0.8431372549019608
paper_abstract,gltr,llama70b,35,0.0784313725490196,0.9215686274509803
paper_abstract,gpt2-base,llama70b,35,0.13725490196078433,0.8627450980392157
paper_abstract,gpt2-large,llama70b,35,0.29411764705882354,0.7058823529411765
paper_abstract,llmdet,llama70b,35,0.4117647058823529,0.5882352941176471
paper_abstract,radar,llama70b,35,0.0,1.0
paper_abstract,zerogpt,llama70b,35,0.0392156862745098,0.9607843137254902
speech,binoculars,llama70b,35,0.2,0.8
speech,chatgpt-roberta,llama70b,35,0.44,0.56
speech,detectgpt,llama70b,35,0.6,0.4
speech,fastdetectgpt,llama70b,35,0.14,0.86
speech,gltr,llama70b,35,0.62,0.38
speech,gpt2-base,llama70b,35,0.32,0.68
speech,gpt2-large,llama70b,35,0.28,0.72
speech,llmdet,llama70b,35,0.78,0.22
speech,radar,llama70b,35,0.42,0.58
speech,zerogpt,llama70b,35,0.5,0.5
