domain,model,polisher,polish_type,ai_rate,human_rate
blog,binoculars,llama,50,0.23404255319148937,0.7659574468085106
blog,chatgpt-roberta,llama,50,0.14893617021276595,0.851063829787234
blog,detectgpt,llama,50,0.2127659574468085,0.7872340425531915
blog,fastdetectgpt,llama,50,0.2127659574468085,0.7872340425531915
blog,gltr,llama,50,0.40425531914893614,0.5957446808510638
blog,gpt2-base,llama,50,0.2765957446808511,0.723404255319149
blog,gpt2-large,llama,50,0.46808510638297873,0.5319148936170213
blog,llmdet,llama,50,0.6808510638297872,0.3191489361702128
blog,radar,llama,50,0.6595744680851063,0.3404255319148936
blog,zerogpt,llama,50,0.1276595744680851,0.8723404255319149
email_content,binoculars,llama,50,0.07692307692307693,0.9230769230769231
email_content,chatgpt-roberta,llama,50,0.1282051282051282,0.8717948717948718
email_content,detectgpt,llama,50,0.15384615384615385,0.8461538461538461
email_content,fastdetectgpt,llama,50,0.07692307692307693,0.9230769230769231
email_content,gltr,llama,50,0.358974358974359,0.6410256410256411
email_content,gpt2-base,llama,50,0.48717948717948717,0.5128205128205128
email_content,gpt2-large,llama,50,0.6410256410256411,0.358974358974359
email_content,llmdet,llama,50,0.5897435897435898,0.41025641025641024
email_content,radar,llama,50,0.6666666666666666,0.3333333333333333
email_content,zerogpt,llama,50,0.07692307692307693,0.9230769230769231
game_review,binoculars,llama,50,0.3404255319148936,0.6595744680851063
game_review,chatgpt-roberta,llama,50,0.2127659574468085,0.7872340425531915
game_review,detectgpt,llama,50,0.48936170212765956,0.5106382978723404
game_review,fastdetectgpt,llama,50,0.2127659574468085,0.7872340425531915
game_review,gltr,llama,50,0.48936170212765956,0.5106382978723404
game_review,gpt2-base,llama,50,0.3404255319148936,0.6595744680851063
game_review,gpt2-large,llama,50,0.46808510638297873,0.5319148936170213
game_review,llmdet,llama,50,0.7659574468085106,0.23404255319148937
game_review,radar,llama,50,0.44680851063829785,0.5531914893617021
game_review,zerogpt,llama,50,0.06382978723404255,0.9361702127659575
news,binoculars,llama,50,0.15555555555555556,0.8444444444444444
news,chatgpt-roberta,llama,50,0.6222222222222222,0.37777777777777777
news,detectgpt,llama,50,0.4888888888888889,0.5111111111111111
news,fastdetectgpt,llama,50,0.2,0.8
news,gltr,llama,50,0.5333333333333333,0.4666666666666667
news,gpt2-base,llama,50,0.3111111111111111,0.6888888888888889
news,gpt2-large,llama,50,0.37777777777777777,0.6222222222222222
news,llmdet,llama,50,0.5555555555555556,0.4444444444444444
news,radar,llama,50,0.3111111111111111,0.6888888888888889
news,zerogpt,llama,50,0.24444444444444444,0.7555555555555555
paper_abstract,binoculars,llama,50,0.11764705882352941,0.8823529411764706
paper_abstract,chatgpt-roberta,llama,50,0.0,1.0
paper_abstract,detectgpt,llama,50,0.17647058823529413,0.8235294117647058
paper_abstract,fastdetectgpt,llama,50,0.09803921568627451,0.9019607843137255
paper_abstract,gltr,llama,50,0.058823529411764705,0.9411764705882353
paper_abstract,gpt2-base,llama,50,0.23529411764705882,0.7647058823529411
paper_abstract,gpt2-large,llama,50,0.4117647058823529,0.5882352941176471
paper_abstract,llmdet,llama,50,0.23529411764705882,0.7647058823529411
paper_abstract,radar,llama,50,0.0392156862745098,0.9607843137254902
paper_abstract,zerogpt,llama,50,0.058823529411764705,0.9411764705882353
speech,binoculars,llama,50,0.24489795918367346,0.7551020408163265
speech,chatgpt-roberta,llama,50,0.3877551020408163,0.6122448979591837
speech,detectgpt,llama,50,0.46938775510204084,0.5306122448979592
speech,fastdetectgpt,llama,50,0.22448979591836735,0.7755102040816326
speech,gltr,llama,50,0.6938775510204082,0.30612244897959184
speech,gpt2-base,llama,50,0.40816326530612246,0.5918367346938775
speech,gpt2-large,llama,50,0.40816326530612246,0.5918367346938775
speech,llmdet,llama,50,0.6530612244897959,0.3469387755102041
speech,radar,llama,50,0.42857142857142855,0.5714285714285714
speech,zerogpt,llama,50,0.32653061224489793,0.673469387755102
