domain,model,polisher,polish_type,ai_rate,human_rate
blog,binoculars,gpt,75,0.0784313725490196,0.9215686274509803
blog,chatgpt-roberta,gpt,75,0.058823529411764705,0.9411764705882353
blog,detectgpt,gpt,75,0.2549019607843137,0.7450980392156863
blog,fastdetectgpt,gpt,75,0.058823529411764705,0.9411764705882353
blog,gltr,gpt,75,0.37254901960784315,0.6274509803921569
blog,gpt2-base,gpt,75,0.09803921568627451,0.9019607843137255
blog,gpt2-large,gpt,75,0.1568627450980392,0.8431372549019608
blog,llmdet,gpt,75,0.7058823529411765,0.29411764705882354
blog,radar,gpt,75,0.5294117647058824,0.47058823529411764
blog,zerogpt,gpt,75,0.09803921568627451,0.9019607843137255
email_content,binoculars,gpt,75,0.09302325581395349,0.9069767441860465
email_content,chatgpt-roberta,gpt,75,0.09302325581395349,0.9069767441860465
email_content,detectgpt,gpt,75,0.20930232558139536,0.7906976744186046
email_content,fastdetectgpt,gpt,75,0.13953488372093023,0.8604651162790697
email_content,gltr,gpt,75,0.2558139534883721,0.7441860465116279
email_content,gpt2-base,gpt,75,0.3488372093023256,0.6511627906976745
email_content,gpt2-large,gpt,75,0.3953488372093023,0.6046511627906976
email_content,llmdet,gpt,75,0.8604651162790697,0.13953488372093023
email_content,radar,gpt,75,0.3953488372093023,0.6046511627906976
email_content,zerogpt,gpt,75,0.11627906976744186,0.8837209302325582
game_review,binoculars,gpt,75,0.10204081632653061,0.8979591836734694
game_review,chatgpt-roberta,gpt,75,0.20408163265306123,0.7959183673469388
game_review,detectgpt,gpt,75,0.3673469387755102,0.6326530612244898
game_review,fastdetectgpt,gpt,75,0.14285714285714285,0.8571428571428571
game_review,gltr,gpt,75,0.4897959183673469,0.5102040816326531
game_review,gpt2-base,gpt,75,0.1836734693877551,0.8163265306122449
game_review,gpt2-large,gpt,75,0.2857142857142857,0.7142857142857143
game_review,llmdet,gpt,75,0.7346938775510204,0.2653061224489796
game_review,radar,gpt,75,0.30612244897959184,0.6938775510204082
game_review,zerogpt,gpt,75,0.08163265306122448,0.9183673469387755
news,binoculars,gpt,75,0.10416666666666667,0.8958333333333334
news,chatgpt-roberta,gpt,75,0.6875,0.3125
news,detectgpt,gpt,75,0.4375,0.5625
news,fastdetectgpt,gpt,75,0.0625,0.9375
news,gltr,gpt,75,0.6041666666666666,0.3958333333333333
news,gpt2-base,gpt,75,0.10416666666666667,0.8958333333333334
news,gpt2-large,gpt,75,0.20833333333333334,0.7916666666666666
news,llmdet,gpt,75,0.7916666666666666,0.20833333333333334
news,radar,gpt,75,0.08333333333333333,0.9166666666666666
news,zerogpt,gpt,75,0.25,0.75
paper_abstract,binoculars,gpt,75,0.058823529411764705,0.9411764705882353
paper_abstract,chatgpt-roberta,gpt,75,0.0,1.0
paper_abstract,detectgpt,gpt,75,0.29411764705882354,0.7058823529411765
paper_abstract,fastdetectgpt,gpt,75,0.09803921568627451,0.9019607843137255
paper_abstract,gltr,gpt,75,0.058823529411764705,0.9411764705882353
paper_abstract,gpt2-base,gpt,75,0.1568627450980392,0.8431372549019608
paper_abstract,gpt2-large,gpt,75,0.21568627450980393,0.7843137254901961
paper_abstract,llmdet,gpt,75,0.35294117647058826,0.6470588235294118
paper_abstract,radar,gpt,75,0.0,1.0
paper_abstract,zerogpt,gpt,75,0.058823529411764705,0.9411764705882353
speech,binoculars,gpt,75,0.06,0.94
speech,chatgpt-roberta,gpt,75,0.46,0.54
speech,detectgpt,gpt,75,0.42,0.58
speech,fastdetectgpt,gpt,75,0.08,0.92
speech,gltr,gpt,75,0.48,0.52
speech,gpt2-base,gpt,75,0.34,0.66
speech,gpt2-large,gpt,75,0.26,0.74
speech,llmdet,gpt,75,0.72,0.28
speech,radar,gpt,75,0.34,0.66
speech,zerogpt,gpt,75,0.36,0.64
